period,residual
2023-03,-0.634859026837475
2023-04,0.9411271715112832
2023-05,-0.18830766123657128
2023-06,-1.234016840171524
2023-07,0.7640541466479362
2023-08,-0.767521520297656
2023-09,0.4283393879175499
2023-10,0.5113442433875228
2023-11,0.36335967392798807
2023-12,-0.4024917297293982
2024-01,1.0170787396448908
2024-02,1.1627583095365885
2024-03,0.7189761254644438
2024-04,0.4392842911160706
2024-05,0.7448959768776966
2024-06,0.1499704768881287
2024-07,-1.0387433880746038
2024-08,-0.38576140877201937
2024-09,1.1602216308553395
2024-10,-0.31384663539166624
2024-11,0.7499678054178638
2024-12,-0.41203398735689234
